"course_name","number_of_credits","course_code","main_field_of_study","program_title"
"Professional Training in Water Engineering",5,"1HY281","Water Engineering A1F","Master's Programme in Water Engineering"
"Professional Training in Wind Power Project Management",15,"1GV217","Wind Power Project Management A1F","Master's Programme in Wind Power Project Management"
"Program Design and Data Structures",20,"1DL201","Computer Science G1F, Technology G1F","Bachelor's Programme in Computer Science"
"Program Design and Data Structures",20,"1DL201","Computer Science G1F, Technology G1F","Master's Programme in Computer and Information Engineering"
"Programming",10,"1DL042","Computer Science G1N, Technology G1N","Master's Programme in Industrial Engineering and Management"
"Programming",10,"1DL042","Computer Science G1N, Technology G1N","Master's Programme in Sociotechnical Systems Engineering"
"Programming Embedded Systems",5,"1DT106","Computer Science A1F, Embedded Systems A1F, Technology A1F","Master's Programme in Computer Science"
"Programming Embedded Systems",5,"1DT106","Computer Science A1F, Embedded Systems A1F, Technology A1F","Master's Programme in Computer and Information Engineering"
"Programming Embedded Systems",5,"1DT106","Computer Science A1F, Embedded Systems A1F, Technology A1F","Master's Programme in Embedded Systems"
"Programming Embedded Systems, Project",5,"1DT108","Computer Science A1F, Embedded Systems A1F, Technology A1F","Master's Programme in Computer Science"
"Programming Embedded Systems, Project",5,"1DT108","Computer Science A1F, Embedded Systems A1F, Technology A1F","Master's Programme in Computer and Information Engineering"
"Programming Embedded Systems, Project",5,"1DT108","Computer Science A1F, Embedded Systems A1F, Technology A1F","Master's Programme in Embedded Systems"
"Programming Theory",10,"1DT034","Computer Science A1N, Embedded Systems A1N","Bachelor's Programme in Mathematics"
"Programming Theory",10,"1DT034","Computer Science A1N, Embedded Systems A1N","Master's Programme in Computer Science"
"Programming with Python",5,"1TG322","Technology G1F","Bachelor's Programme in Sustainable Development in Industrial Engineering"
"Project",15,"1TE441","Technology G1F","Bachelor's Programme in Construction Engineering"
"Project",10,"1TE444","Technology G1F","Bachelor's Programme in Construction Engineering"
"Project Air Quality Management and Climate",10,"1TV022","Earth Science A1F, Physics A1F, Technology A1F","Master's Programme in Environmental and Water Engineering"
"Project Course in Materials for Biomedical Applications",10,"1TM135","Materials Engineering A1F","Master's Programme in Chemical Engineering"
"Project Course in Materials for Biomedical Applications",10,"1TM135","Materials Engineering A1F","Master's Programme in Materials Engineering"
"Project Course in Materials for Biomedical Applications",10,"1TM135","Materials Engineering A1F","Integrated Master's Programme in Materials Engineering"
"Project Course in Micro- and Nanotechnology",10,"1TE072","Materials Engineering A1F, Technology A1F","Master's Programme in Chemical Engineering"
"Project Course in Micro- and Nanotechnology",10,"1TE072","Materials Engineering A1F, Technology A1F","Master's Programme in Materials Engineering"
"Project Course in Micro- and Nanotechnology",10,"1TE072","Materials Engineering A1F, Technology A1F","Integrated Master's Programme in Materials Engineering"
"Project Course in Nanotechnology and Functional Materials",10,"1TM134","Materials Engineering A1F","Master's Programme in Materials Engineering"
"Project Course in Solid State Physics",10,"1TM004","Materials Engineering A1F, Physics A1F, Technology A1F","Master's Programme in Materials Engineering"
"Project Course in Solid State Physics",10,"1TM004","Materials Engineering A1F, Physics A1F, Technology A1F","Integrated Master's Programme in Materials Engineering"
"Project Course in Tribological Materials",10,"1TM007","Technology A1F","Master's Programme in Chemical Engineering"
"Project Course in Tribological Materials",10,"1TM007","Technology A1F","Integrated Master's Programme in Materials Engineering"
"Project Course in Wind Power Project Management",10,"1GV144","Wind Power Project Management A1N","Master's Programme in Wind Power Project Management"
"Project Course in Wind Power Project Management",15,"1GV146","Wind Power Project Management A1N","Master's Programme in Wind Power Project Management"
"Project Course in Wind Power Project Management",10,"1GV144","Wind Power Project Management A1N","Magister Programme in Wind Power Project Management"
"Project Course in Wind Power Project Management",15,"1GV146","Wind Power Project Management A1N","Magister Programme in Wind Power Project Management"
"Project Course: Feasibility Study of a Wind Power Project",10,"1GV182","Wind Power Project Management A1F","Master's Programme in Wind Power Project Management"
"Project Course: Feasibility Study of a Wind Power Project",10,"1GV182","Wind Power Project Management A1F","Magister Programme in Wind Power Project Management"
"Project CS",30,"1DT054","Computer Science A1F, Technology A1F","Master's Programme in Computer Science"
"Project in Applied Physics",15,"1FA492","Physics A1F, Technology A1F","Master's Programme in Engineering Physics"
"Project in Applied Quantum Technology",15,"1FA669","Physics A1F, Quantum Technology A1F, Technology A1F","Master's Programme in Quantum Technology"
"Project in Biopharmaceutical Development",5,"1KB430","Chemistry A1F, Pharmaceutical Sciences A1F","Master's Programme in Chemical Engineering"
"Project in Biophysics",5,"1FA005","Biophysics A1N","Master's Programme in Biophysics"
"Project in Biophysics",10,"1FA004","Biophysics A1N","Master's Programme in Biophysics"
"Project in Chemical Engineering",10,"1KB710","Technology A1N","Master's Programme in Chemical Engineering"
"Project in Computational Science",15,"1TD307","Computational Science A1F, Computer Science A1F, Technology A1F","Master's Programme in Computational Science"
"Project in Computational Science",15,"1TD307","Computational Science A1F, Computer Science A1F, Technology A1F","Master's Programme in Computer and Information Engineering"
"Project in Computer and Information Engineering",5,"1DT081","Computer Science G2F, Technology G2F","Master's Programme in Computer and Information Engineering"
"Project in Computer and Information Engineering",10,"1DT088","Computer Science G2F, Technology G2F","Master's Programme in Computer and Information Engineering"
"Project in Computer Science",5,"1DT078","Computer Science G2F, Technology G2F","Bachelor's Programme in Computer Science"
"Project in Computer Science",10,"1DT079","Computer Science G2F, Technology G2F","Bachelor's Programme in Computer Science"
"Project in Computer Systems",15,"1DT104","Computer Science A1F, Technology A1F","Master's Programme in Computer Science"
"Project in Computer Systems",15,"1DT104","Computer Science A1F, Technology A1F","Master's Programme in Computer and Information Engineering"
"Project in Data Science",15,"1DL507","Data Science A1F, Technology A1F","Master's Programme in Computer and Information Engineering"
"Project in Data Science",10,"1DL508","Data Science A1F","Master's Programme in Data Science – Machine Learning and Statistics"
"Project in Data Science",10,"1DL508","Data Science A1F","Master's Programme in Data Science – Data Engineering"
"Project in Electrical Engineering",15,"1TE675","Technology A1F","Master's Programme in Electrical Engineering"
"Project in Electronics",5,"1TE774","Technology G1F","Bachelor's Programme in Electrical Engineering"
"Project in Electronics",5,"1TE774","Technology G1F","Master's Programme in Electrical Engineering"
"Project in Embedded Systems",15,"1TE721","Technology A1F","Master's Programme in Computer and Information Engineering"
"Project in Embedded Systems",15,"1TE721","Technology A1F","Master's Programme in Engineering Physics"
"Project in Energy Systems and Leadership",10,"1GV179","Sustainable Energy Transition G1F","Bachelor's Programme in Energy Transition – Sustainability and Leadership"
"Project in Infrastructure Systems",5,"1TS350","Technology A1N","Master's Programme in Sociotechnical Systems Engineering"
"Project in Laboratory Synthetic Biology I",15,"1MB205","Biology G1F","Bachelor's Programme in Biology/Molecular Biology – Biology/Molecular Biology"
"Project in Laboratory Synthetic Biology I",15,"1MB205","Biology G1F","Master's Programme in Applied Biotechnology"
"Project in Laboratory Synthetic Biology I",15,"1MB205","Biology G1F","Master's Programme in Molecular Biotechnology Engineering"
"Project in Laboratory Synthetic Biology II",15,"1MB405","Biology A1N","Master's Programme in Applied Biotechnology"
"Project in Laboratory Synthetic Biology II",15,"1MB405","Biology A1N","Master's Programme in Molecular Biotechnology Engineering"
"Project in Measurement and Control Systems",5,"1TE768","Technology G2F","Bachelor's Programme in Electrical Engineering"
"Project in Measurement and Control Systems",5,"1TE768","Technology G2F","Master's Programme in Electrical Engineering"
"Project in Physics and Astronomy",15,"1FA195","Physics A1N","Master's Programme in Physics – Energy Physics"
"Project in Physics and Astronomy",30,"1FA193","Physics A1N","Master's Programme in Physics – Energy Physics"
"Project in Physics and Astronomy",15,"1FA195","Physics A1N","Master's Programme in Physics – Nuclear and Particle Physics"
"Project in Physics and Astronomy",30,"1FA193","Physics A1N","Master's Programme in Physics – Nuclear and Particle Physics"
"Project in Physics and Astronomy",15,"1FA195","Physics A1N","Master's Programme in Physics – Theoretical Physics: Quantum Fields and Strings"
"Project in Physics and Astronomy",30,"1FA193","Physics A1N","Master's Programme in Physics – Theoretical Physics: Quantum Fields and Strings"
"Project in Physics and Astronomy",15,"1FA195","Physics A1N","Master's Programme in Physics – Astronomy and Space Physics"
"Project in Physics and Astronomy",30,"1FA193","Physics A1N","Master's Programme in Physics – Astronomy and Space Physics"
"Project in Production Management",5,"1TS312","Technology G2F","Bachelor's Programme in Mechanical Engineering"
"Project in Quality Management",5,"1TG287","Industrial Engineering and Management G1F","Bachelor's Programme in Leadership - Quality Management - Improvement – Distance"
"Project in Quality Management",5,"1TG287","Industrial Engineering and Management G1F","Bachelor's Programme in Leadership – Quality Management – Improvement"
"Project in Scientific Computing",15,"1TD316","Computer Science A1F, Technology A1F","Master's Programme in Engineering Physics"
"Project in Software Development in Image Analysis and Machine Learning",15,"1MD036","Image Analysis and Machine Learning A1F","Master's Programme in Image Analysis and Machine Learning"
"Project in Sustainable Destination Development",15,"1TG429","Sustainable Destination Development A1F","Master's Programme in Sustainable Destination Development"
"Project in Sustainable Destination Development",10,"1TG430","Sustainable Destination Development A1F","Master's Programme in Sustainable Destination Development"
"Project in Sustainable Destination Development",5,"1TG431","Sustainable Destination Development A1F","Master's Programme in Sustainable Destination Development"
"Project in Sustainable Destination Development",5,"1TG432","Sustainable Destination Development A1F","Master's Programme in Sustainable Destination Development"
"Project Management",5,"1TG318",NA,"Bachelor's Programme in Construction Engineering"
"Project Management and Leadership",10,"1TG316","Industrial Engineering and Management G1N","Bachelor's Programme in Energy Transition – Sustainability and Leadership"
"Project Management and Leadership",10,"1TG316","Industrial Engineering and Management G1N","Bachelor's Programme in Leadership – Quality Management – Improvement"
"Project Management and Leadership",10,"1TG316","Industrial Engineering and Management G1N","Bachelor's Programme in Sustainable Development in Industrial Engineering"
"Project Water Resources",10,"MV0189 SLU","Technology A1F, Earth Sciences (main field of study at SLU: Soil Science) A1F","Master's Programme in Environmental and Water Engineering"
"Project Work in All-Electric Propulsion Systems",5,"1EL217","Electrical Engineering A1N","Master's Programme in All-Electric Propulsion Systems"
"Project Work in Aquatic Engineering",15,"1TV009","Technology A1N","Master's Programme in Environmental and Water Engineering"
"Project Work in Biology",30,"1BG368","Biology A1N","Master's Programme in Evolutionary Biology – MEME"
"Project Work in Electrical Engineering",15,"1TE668","Technology G1F","Bachelor's Programme in Electrical Engineering"
"Project Work in Electrical Engineering",15,"1TE668","Technology G1F","Master's Programme in Electrical Engineering"
"Project Work in Energy Systems Engineering",15,"1FA393","Technology G2F","Master's Programme in Energy Systems Engineering"
"Project Work in Energy Systems Engineering",15,"TE0024 SLU","Technology G2F","Master's Programme in Energy Systems Engineering"
"Project Work in Environmental and Water Engineering",10,"1TV019","Technology A1N","Master's Programme in Environmental and Water Engineering"
"Project Work in Geophysics",5,"1GE030","Earth Science A1F, Physics A1F","Master's Programme in Physics – Geophysics"
"Project Work in Geophysics",10,"1GE032","Earth Science A1F, Physics A1F","Master's Programme in Physics – Geophysics"
"Project Work in Geophysics",15,"1GE034","Earth Science A1F, Physics A1F","Master's Programme in Physics – Geophysics"
"Project Work in Meteorology",5,"1ME446","Earth Science A1F, Physics A1F","Master's Programme in Physics – Meteorology and Climate Physics"
"Project Work in Meteorology",30,"1ME411","Earth Science A1F, Physics A1F","Master's Programme in Physics – Meteorology and Climate Physics"
"Project Work in Meteorology",5,"1ME446","Earth Science A1F, Physics A1F","Master's Programme in Physics – Meteorology"
"Project Work in Meteorology",30,"1ME411","Earth Science A1F, Physics A1F","Master's Programme in Physics – Meteorology"
"Project Work in Science of Electricity",5,"1TE615","Electrical Engineering A1N, Technology A1N","Bachelor's Programme in Electrical Engineering"
"Project Work in Science of Electricity",10,"1TE616","Electrical Engineering A1N, Technology A1N","Bachelor's Programme in Electrical Engineering"
"Project Work in Science of Electricity",5,"1TE615","Electrical Engineering A1N, Technology A1N","Master's Programme in All-Electric Propulsion Systems"
"Project Work in Science of Electricity",10,"1TE616","Electrical Engineering A1N, Technology A1N","Master's Programme in All-Electric Propulsion Systems"
"Project Work in Science of Electricity",5,"1TE615","Electrical Engineering A1N, Technology A1N","Master's Programme in Energy Technology – ENTECH"
"Project Work in Science of Electricity",10,"1TE616","Electrical Engineering A1N, Technology A1N","Master's Programme in Renewable Electricity Production"
"Project Work in Science of Electricity",5,"1TE615","Electrical Engineering A1N, Technology A1N","Master's Programme in Renewable Electricity Production"
"Project: Product Development/Market Research, In-depth",5,"1TE051","Industrial Engineering and Management A1F","Master's Programme in Industrial Engineering and Management"
"Project: Product Development/Market Research, In-depth",5,"1TE051","Industrial Engineering and Management A1F","Master's Programme in Industrial Management and Innovation"
"Projects and Leadership",15,"1TG283","Industrial Engineering and Management G1N","Bachelor's Programme in Leadership - Quality Management - Improvement – Distance"
"Protein Biotechnology and Immunotechnology",15,"1KB770","Applied Biotechnology A1N, Chemistry A1N, Technology A1N","Master's Programme in Applied Biotechnology"
"Protein Biotechnology and Immunotechnology",15,"1KB770","Applied Biotechnology A1N, Chemistry A1N, Technology A1N","Master's Programme in Molecular Biotechnology Engineering"
"Protein Engineering",15,"1BG301","Applied Biotechnology A1F, Biology A1F, Chemistry A1F, Technology A1F","Master's Programme in Applied Biotechnology"
"Protein Engineering",15,"1BG301","Applied Biotechnology A1F, Biology A1F, Chemistry A1F, Technology A1F","Master's Programme in Chemistry – Biochemistry"
"Protein Science",15,"1KB433","Biology G2F, Chemistry G2F","Bachelor's Programme in Chemistry"
"Protein Science",15,"1KB433","Biology G2F, Chemistry G2F","Master's Programme in Chemistry – Bio and Nano Materials"
"Protein Science",15,"1KB433","Biology G2F, Chemistry G2F","Master's Programme in Chemistry – Biochemistry"
"Protein Science",15,"1KB433","Biology G2F, Chemistry G2F","Master's Programme in Chemistry – Chemical Biology"
"Proteomics and Metabolomics",5,"1KB162","Bioinformatics A1N, Chemistry A1N, Technology A1N","Master's Programme in Bioinformatics – Biology Background"
"Proteomics and Metabolomics",5,"1KB162","Bioinformatics A1N, Chemistry A1N, Technology A1N","Master's Programme in Bioinformatics – Computer Science Background"
"Proteomics and Metabolomics",5,"1KB162","Bioinformatics A1N, Chemistry A1N, Technology A1N","Master's Programme in Molecular Biotechnology Engineering"
"Prototype Construction",5,"1TE642","Technology G1F","Master's Programme in Engineering Physics"
"Qualitative and Quantitative Methods in Industrial Engineering and Management I",5,"1TS338",NA,"Master's Programme in Industrial Analytics"
"Qualitative and Quantitative Methods in Industrial Engineering and Management I",5,"1TS338",NA,"Master's Programme in Industrial Management and Innovation"
"Qualitative and Quantitative Methods in Industrial Engineering and Management II",5,"1TS345","Industrial Engineering and Management A1F","Master's Programme in Industrial Management and Innovation"
"Quality Management",5,"1TS336","Technology G2F","Bachelor's Programme in Biomedical Engineering"
"Quality Management",10,"1TG285","Industrial Engineering and Management G1N","Bachelor's Programme in Leadership - Quality Management - Improvement – Distance"
"Quality Management",10,"1TG285","Industrial Engineering and Management G1N","Bachelor's Programme in Leadership – Quality Management – Improvement"
"Quality Management",5,"1TS336","Technology G2F","Bachelor's Programme in Mechanical Engineering"
"Quantitative Biology",5,"1BG104","Biology G2F","Bachelor's Programme in Biology/Molecular Biology – Biology/Molecular Biology"
"Quantum Chromodynamics and Effective Field Theory",10,"1FA360","Physics A1F","Master's Programme in Physics – Nuclear and Particle Physics"
"Quantum Chromodynamics and Effective Field Theory",10,"1FA360","Physics A1F","Master's Programme in Physics – Theoretical Physics: Quantum Fields and Strings"
"Quantum Field Theory",10,"1SV037","Physics A1F","Master's Programme in Physics – Nuclear and Particle Physics"
"Quantum Field Theory",10,"1SV037","Physics A1F","Master's Programme in Physics – Theoretical Physics: Quantum Fields and Strings"
"Quantum Field Theory for Materials",5,"1FA686","Physics A1F","Master's Programme in Quantum Technology"
"Quantum Field Theory with Applications",5,"1FA011","Physics A1F","Master's Programme in Physics – Nuclear and Particle Physics"
"Quantum Field Theory with Applications",5,"1FA011","Physics A1F","Master's Programme in Physics – Theoretical Physics: Quantum Fields and Strings"
"Quantum Field Theory with Applications",5,"1FA011","Physics A1F","Master's Programme in Quantum Technology"
"Quantum Information",5,"1FA592","Physics A1F, Quantum Technology A1F","Master's Programme in Engineering Physics"
"Quantum Information",5,"1FA592","Physics A1F, Quantum Technology A1F","Master's Programme in Quantum Technology"
"Quantum Materials I",5,"1FA654","Materials Science A1F, Physics A1F","Master's Programme in Materials Science"
"Quantum Materials II",5,"1FA655","Materials Science A1F, Physics A1F","Master's Programme in Materials Science"
"Quantum Mechanics and Chemical Bonding I",5,"1KB501","Chemistry G1F, Technology G1F","Master's Programme in Chemical Engineering"
"Quantum Mechanics and Chemical Bonding I",5,"1KB501","Chemistry G1F, Technology G1F","Integrated Master's Programme in Materials Engineering"
"Quantum Mechanics and Chemical Bonding II",5,"1KB502","Chemistry G1F","Master's Programme in Chemical Engineering"
"Quantum Mechanics and Chemical Bonding II",5,"1KB502","Chemistry G1F","Integrated Master's Programme in Materials Engineering"
"Quantum Mechanics, Advanced Course",10,"1FA352","Physics A1N, Quantum Technology A1N","Master's Programme in Computational Science"
"Quantum Mechanics, Advanced Course",10,"1FA352","Physics A1N, Quantum Technology A1N","Master's Programme in Engineering Physics"
"Quantum Mechanics, Advanced Course",10,"1FA352","Physics A1N, Quantum Technology A1N","Master's Programme in Physics – Energy Physics"
"Quantum Mechanics, Advanced Course",10,"1FA352","Physics A1N, Quantum Technology A1N","Master's Programme in Physics – Nuclear and Particle Physics"
"Quantum Mechanics, Advanced Course",10,"1FA352","Physics A1N, Quantum Technology A1N","Master's Programme in Physics – Theoretical Physics: Quantum Fields and Strings"
"Quantum Mechanics, Advanced Course",10,"1FA352","Physics A1N, Quantum Technology A1N","Master's Programme in Physics – Astronomy and Space Physics"
"Quantum Mechanics, Advanced Course",10,"1FA352","Physics A1N, Quantum Technology A1N","Master's Programme in Quantum Technology"
"Quantum Physics",10,"1FA521","Physics G2F","Bachelor's Programme in Mathematics"
"Quantum Physics",10,"1FA521","Physics G2F","Bachelor's Programme in Physics – Astronomy"
"Quantum Physics",10,"1FA521","Physics G2F","Bachelor's Programme in Physics – Physics"
"Quantum Physics",10,"1FA521","Physics G2F","Bachelor's Programme in Physics – Geophysics"
"Quantum Physics",10,"1FA521","Physics G2F","Bachelor's Programme in Physics – Meteorology and Climate Physics"
"Quantum Physics",10,"1FA521","Physics G2F","Bachelor's Programme in Physics – Meteorology"
"Quantum Physics F",10,"1FA535","Physics G2F","Master's Programme in Engineering Physics"
"Rail-Bound Electric Traffic: Trains and Trams",5,"1EL208","Electrical Engineering A1F","Master's Programme in All-Electric Propulsion Systems"
"Reactor Physics",5,"1FA421","Physics G2F","Bachelor's Programme in Nuclear Engineering"
"Real Analysis",10,"1MA226","Mathematics G2F","Bachelor's Programme in Mathematics"
"Real Time Systems",10,"1DT004","Computer Science A1N, Embedded Systems A1N, Technology A1N","Master's Programme in Computer Science"
"Real Time Systems",10,"1DT004","Computer Science A1N, Embedded Systems A1N, Technology A1N","Master's Programme in Computer and Information Engineering"
"Real Time Systems",10,"1DT004","Computer Science A1N, Embedded Systems A1N, Technology A1N","Master's Programme in Embedded Systems"
"Real Time Systems",10,"1DT004","Computer Science A1N, Embedded Systems A1N, Technology A1N","Master's Programme in Engineering Physics"
"Real Time Systems I",5,"1DT063","Computer Science A1N, Embedded Systems A1N, Technology A1N","Master's Programme in Computer Science"
"Real Time Systems I",5,"1DT063","Computer Science A1N, Embedded Systems A1N, Technology A1N","Master's Programme in Embedded Systems"
"Rechargeable Batteries",10,"1KB738","Battery Technology A1F, Chemistry A1F, Materials Science A1F, Technology A1F","Master's Programme in Battery Technology and Energy Storage"
"Rechargeable Batteries",10,"1KB738","Battery Technology A1F, Chemistry A1F, Materials Science A1F, Technology A1F","Master's Programme in Chemical Engineering"
"Regional Structural Seismology",5,"1GE071","Earth Science A1F, Physics A1F","Master's Programme in Physics – Geophysics"
"Regression Analysis",5,"1MS555","Mathematics G2F","Bachelor's Programme in Mathematics"
"Regulatory Requirements and Quality Assurance in Development and Manufacturing of Pharmaceutical Products",5,"3FG240","Drug Discovery and Development A1N, Drug Management A1N, Pharmaceutical Sciences A1N","Master's Programme in Chemical Engineering"
"Regulatory Systems, Patient Safety and Ethics",5,"1TE788","Technology G1F","Bachelor's Programme in Biomedical Engineering"
"Reinforcement Learning",5,"1RT745","Embedded Systems A1N, Technology A1N","Master's Programme in Data Science – Machine Learning and Statistics"
"Reinforcement Learning",5,"1RT745","Embedded Systems A1N, Technology A1N","Master's Programme in Engineering Physics"
"Reinforcement Learning",5,"1RT745","Embedded Systems A1N, Technology A1N","Master's Programme in Image Analysis and Machine Learning"
"Remote Sensing with Applications in Weather and Climate",5,"1ME419","Earth Science G2F, Physics G2F","Bachelor's Programme in Physics – Meteorology and Climate Physics"
"Remote Sensing with Applications in Weather and Climate",5,"1ME419","Earth Science G2F, Physics G2F","Bachelor's Programme in Physics – Meteorology"
"Renewable Energy Technology and Society",5,"1KB752","Chemistry A1N","Master's Programme in Chemistry – Chemistry for Renewable Energy"
"Renewable Energy Technology and Society",5,"1KB752","Chemistry A1N","Master's Programme in Materials Science"
"Representation Theory for Finite Groups",10,"1MA056","Mathematics A1N","Master's Programme in Mathematics – Mathematics"
"Requirements in Agile Development",5,"1MD200","Computer Science A1F, Human-Computer Interaction A1F, Technology A1F","Master's Programme in Computer Science"
"Requirements in Agile Development",5,"1MD200","Computer Science A1F, Human-Computer Interaction A1F, Technology A1F","Master's Programme in Computer and Information Engineering"
"Requirements in Agile Development",5,"1MD200","Computer Science A1F, Human-Computer Interaction A1F, Technology A1F","Master's Programme in Sociotechnical Systems Engineering"
"Research Design and Methodology in an Interdisciplinary Context",5,"1GV203","Sustainable Energy Transition G2F","Bachelor's Programme in Energy Transition – Sustainability and Leadership"
"Research in Chemistry: Theory and Practice I",5,"1KB046","Chemistry A1F","Master's Programme in Chemistry – Bio and Nano Materials"
"Research in Chemistry: Theory and Practice I",5,"1KB046","Chemistry A1F","Master's Programme in Chemistry – Theoretical and Computational Chemistry"
"Research in Chemistry: Theory and Practice I",5,"1KB046","Chemistry A1F","Master's Programme in Chemistry – Biochemistry"
"Research in Chemistry: Theory and Practice I",5,"1KB046","Chemistry A1F","Master's Programme in Chemistry – Physical Chemistry"
"Research in Chemistry: Theory and Practice I",5,"1KB046","Chemistry A1F","Master's Programme in Chemistry – Chemical Biology"
"Research in Chemistry: Theory and Practice I",5,"1KB046","Chemistry A1F","Master's Programme in Chemistry – Chemistry for Renewable Energy"
"Research in Chemistry: Theory and Practice I",5,"1KB046","Chemistry A1F","Master's Programme in Materials Science"
"Research in Chemistry: Theory and Practice II",5,"1KB047","Chemistry A1F","Master's Programme in Chemistry – Bio and Nano Materials"
"Research in Chemistry: Theory and Practice II",5,"1KB047","Chemistry A1F","Master's Programme in Chemistry – Theoretical and Computational Chemistry"
"Research in Chemistry: Theory and Practice II",5,"1KB047","Chemistry A1F","Master's Programme in Chemistry – Physical Chemistry"
"Research Training",10,"1MB773","Technology A1N","Master's Programme in Molecular Biotechnology Engineering"
"Research Training",15,"1MB774","Technology A1N","Master's Programme in Molecular Biotechnology Engineering"
"Research Training",20,"1MB775","Technology A1N","Master's Programme in Molecular Biotechnology Engineering"
"Research Training in Applied Biotechnology",10,"1BG800","Applied Biotechnology A1F","Master's Programme in Applied Biotechnology"
"Research Training in Applied Biotechnology",15,"1BG801","Applied Biotechnology A1F","Master's Programme in Applied Biotechnology"
"Research Training in Applied Biotechnology",20,"1BG802","Applied Biotechnology A1F","Master's Programme in Applied Biotechnology"
"Research Training in Bioinformatics",10,"1MB840","Bioinformatics A1F","Master's Programme in Bioinformatics – Biology Background"
"Research Training in Bioinformatics",15,"1MB841","Bioinformatics A1F","Master's Programme in Bioinformatics – Biology Background"
"Research Training in Bioinformatics",20,"1MB842","Bioinformatics A1F","Master's Programme in Bioinformatics – Biology Background"
"Research Training in Bioinformatics",10,"1MB840","Bioinformatics A1F","Master's Programme in Bioinformatics – Computer Science Background"
"Research Training in Bioinformatics",15,"1MB841","Bioinformatics A1F","Master's Programme in Bioinformatics – Computer Science Background"
"Research Training in Bioinformatics",20,"1MB842","Bioinformatics A1F","Master's Programme in Bioinformatics – Computer Science Background"
"Research Training in Biology",10,"1BG224","Biology G2F","Bachelor's Programme in Biology/Molecular Biology – Biology/Molecular Biology"
"Research Training in Biology",15,"1BG225","Biology G2F","Bachelor's Programme in Biology/Molecular Biology – Biology/Molecular Biology"
"Research Training in Chemistry",5,"1KB057","Chemistry A1N","Master's Programme in Chemical Engineering"
"Research Training in Chemistry",10,"1KB058","Chemistry A1N","Master's Programme in Chemical Engineering"
"Research Training in Chemistry",10,"1KB058","Chemistry A1N","Master's Programme in Chemistry – Bio and Nano Materials"
"Research Training in Chemistry",10,"1KB058","Chemistry A1N","Master's Programme in Chemistry – Theoretical and Computational Chemistry"
"Research Training in Chemistry",10,"1KB058","Chemistry A1N","Master's Programme in Chemistry – Biochemistry"
"Research Training in Chemistry",10,"1KB058","Chemistry A1N","Master's Programme in Chemistry – Chemical Biology"
"Research Training in Materials Science",5,"1TE703","Technology A1N","Integrated Master's Programme in Materials Engineering"
"Research Training in Materials Science",10,"1TE738","Technology A1N","Integrated Master's Programme in Materials Engineering"
"Research Training in Materials Science",15,"1TE740","Technology A1N","Integrated Master's Programme in Materials Engineering"
"Research Trends in Physical Geography and Hydrology",5,"1HY045","Earth Science A1F","Master's Programme in Earth Science – Hydrology/Hydrogeology"
"Research Trends in Physical Geography and Hydrology",5,"1HY045","Earth Science A1F","Master's Programme in Earth Science – Physical Geography"
"Resources and Environment",10,"1GV207","Earth Science G2F","Bachelor's Programme in Earth Science – Earth Science"
"Riemannian Geometry",10,"1MA335","Mathematics A1F","Master's Programme in Mathematics – Mathematics"
"RNA: Structure, Function and Biology",15,"1BG388","Biology A1N","Master's Programme in Applied Biotechnology"
"RNA: Structure, Function and Biology",15,"1BG388","Biology A1N","Master's Programme in Chemistry – Biochemistry"
"Robot Mechanics",5,"1TE752","Technology A1N","Master's Programme in Engineering Physics"
"Robotised Production for Electric Vehicles",5,"1EL213","Electrical Engineering A1N","Master's Programme in All-Electric Propulsion Systems"
"Rotating Electrical Machines",5,"1TE670","Technology G2F","Bachelor's Programme in Electrical Engineering"
"Rotating Electrical Machines",5,"1TE670","Technology G2F","Master's Programme in Electrical Engineering"
"Runoff",5,"1TV443","Earth Science A1N, Technology A1N","Master's Programme in Environmental and Water Engineering"
"Safety Analyses in the Energy Sector",5,"1FA594","Technology A1F","Master's Programme in Energy Systems Engineering"
"Safety and Security in Control Systems",5,"1RT004","Computer Science A1N, Embedded Systems A1N, Technology A1N","Master's Programme in Computer and Information Engineering"
"Safety and Security in Control Systems",5,"1RT004","Computer Science A1N, Embedded Systems A1N, Technology A1N","Master's Programme in Embedded Systems"
"Safety and Security in Control Systems",5,"1RT004","Computer Science A1N, Embedded Systems A1N, Technology A1N","Master's Programme in Sociotechnical Systems Engineering"
"Science and Technology Studies - History",10,"5LH650","History of Science and Ideas G2F, Sociotechnical Systems G2F","Master's Programme in Sociotechnical Systems Engineering"
"Science and Technology Studies - Philosophy",5,"5FT056","Sociotechnical Systems G2F, Theoretical Philosophy G2F","Master's Programme in Sociotechnical Systems Engineering"
"Scientific Computing for Data Analysis",5,"1TD352","Computer Science G2F, Technology G2F","Bachelor's Programme in Computer Science"
"Scientific Computing for Data Analysis",5,"1TD352","Computer Science G2F, Technology G2F","Bachelor's Programme in Mathematics"
"Scientific Computing for Data Analysis",5,"1TD352","Computer Science G2F, Technology G2F","Bachelor's Programme in Physics – Astronomy"
"Scientific Computing for Data Analysis",5,"1TD352","Computer Science G2F, Technology G2F","Bachelor's Programme in Physics – Physics"
"Scientific Computing for Data Analysis",5,"1TD352","Computer Science G2F, Technology G2F","Bachelor's Programme in Physics – Geophysics"
